Timestamp,Email address,Score,Name,IITP webmail,Phone (10 digit only),Score_After_Negative,Roll Number,,,,,,,,,,,,,,,,,,,,,,,,,,,,,statusAns
07-08-2021 12:20,saurav.primary@gmail.com,90 / 140,Gil Carter,james.abhay.3@gmail.com,9321640810,83/140,1401CS68,Option D,Option D,Option B,Option C,Option B,Option B,Option A,,,Option A,Option C,Option A,Option D,Option D,Option B,Option C,Option C,Option D,Option B,,Option A,Option A,Option B,Option D,Option A,Option C,Option C,Option D,"[18,7,3]"
07-08-2021 12:20,saurav.primary@gmail.com,130 / 140,Daphne Speed,james.abhay.3@gmail.com,9783460636,128/140,1401CE61,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option B,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option A,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[26,2,0]"
07-08-2021 12:20,saurav.primary@gmail.com,20 / 140,Caydence Camden,james.abhay.3@gmail.com,9569921982,20/140,1401ME80,,,,,,,,,,,,,Option D,,Option B,,,,,,,,,Option D,,Option A,,,"[4,0,24]"
07-08-2021 12:20,saurav.primary@gmail.com,45 / 140,Elijah Sloan,james.abhay.3@gmail.com,9369060898,37/140,1401ME83,,Option D,,,Option D,,Option D,Option D,,,Option C,Option B,Option B,,,Option B,Option C,Option D,Option C,Option D,,Option B,,Option D,Option A,Option C,,Option D,"[9,8,11]"
07-08-2021 12:20,saurav.primary@gmail.com,60 / 140,Madison Parsons,james.abhay.3@gmail.com,7903619453,44/140,1401ME52,Option C,Option B,Option B,Option B,Option B,Option B,Option A,Option D,Option B,Option B,Option C,Option D,Option B,Option D,Option B,Option B,Option D,Option A,Option B,Option B,Option A,Option B,Option A,Option D,Option B,Option A,Option A,Option D,"[12,16,0]"
07-08-2021 12:20,saurav.primary@gmail.com,100 / 140,Gil Savage,james.abhay.3@gmail.com,9809925873,97/140,1401EE58,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,,Option B,Option D,Option D,Option D,,Option B,Option D,Option C,Option D,,Option D,,Option A,Option A,Option D,Option D,Option A,,Option D,"[20,3,5]"
07-08-2021 12:20,saurav.primary@gmail.com,25 / 140,Vicky Stubbs,james.abhay.3@gmail.com,8235880406,19/140,1401EE56,Option D,,,Option C,,,Option C,Option B,,,Option D,Option A,,,,,,Option D,,Option B,,Option B,Option A,Option D,,,,,"[5,6,17]"
07-08-2021 12:20,saurav.primary@gmail.com,105 / 140,Gemma Murray,james.abhay.3@gmail.com,7497080070,104/140,1401ME07,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,Option A,Option C,Option A,Option B,Option D,Option B,Option D,Option C,,,Option D,Option A,,Option A,Option D,Option D,Option A,Option C,,"[21,1,6]"
07-08-2021 12:20,saurav.primary@gmail.com,95 / 140,Mark Cann,james.abhay.3@gmail.com,7828975562,93/140,1401CS63,,,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option B,,,Option D,Option C,Option D,,,Option A,Option A,Option A,Option D,Option D,Option A,Option A,,"[19,2,7]"
07-08-2021 12:20,saurav.primary@gmail.com,110 / 140,Sage Harvey,james.abhay.3@gmail.com,9935432597,105/140,1401ME42,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,,Option C,Option C,Option D,Option B,Option B,Option D,Option A,Option A,Option D,Option A,Option A,Option A,Option D,"[22,5,1]"
07-08-2021 12:20,saurav.primary@gmail.com,80 / 140,Barney Reynolds,james.abhay.3@gmail.com,7011906773,75/140,1401ME71,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,,Option A,Option A,,,,Option C,Option C,Option D,,Option D,Option A,Option B,Option A,Option D,Option B,Option A,Option A,Option D,"[16,5,7]"
07-08-2021 12:20,saurav.primary@gmail.com,135 / 140,Leslie Leigh,james.abhay.3@gmail.com,6386744796,134/140,1401CB51,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option D,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[27,1,0]"
07-08-2021 12:20,saurav.primary@gmail.com,65 / 140,Roger Barrett,james.abhay.3@gmail.com,8447298144,61/140,1401EE15,Option A,,,Option C,,,Option D,,,Option A,Option B,Option D,,,,,Option D,Option D,Option C,,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[13,4,11]"
07-08-2021 12:20,saurav.primary@gmail.com,135 / 140,Kaylee Ranks,james.abhay.3@gmail.com,8382819704,134/140,1401CS66,Option A,Option D,Option B,Option C,Option A,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[27,1,0]"
07-08-2021 12:20,saurav.primary@gmail.com,140 / 140,Barney Vass,james.abhay.3@gmail.com,7016101839,140/140,1401CS44,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[28,0,0]"
07-08-2021 12:20,saurav.primary@gmail.com,125 / 140,David Goldsmith,james.abhay.3@gmail.com,7719416361,123/140,1401CS14,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option B,Option A,Option D,Option D,Option B,Option D,Option C,Option D,,Option C,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[25,2,1]"
07-08-2021 12:20,saurav.primary@gmail.com,80 / 140,Joseph Adams,james.abhay.3@gmail.com,9284978953,79/140,1401EE27,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,,,Option A,,,,,Option C,Option D,,Option D,,,Option A,Option D,Option D,Option C,Option C,Option D,"[16,1,11]"
07-08-2021 12:20,saurav.primary@gmail.com,70 / 140,Dakota Lewis,james.abhay.3@gmail.com,9182589196,65/140,1401EE36,Option A,Option B,,,,,Option D,,Option A,,Option D,Option A,Option D,Option D,Option B,Option D,Option D,Option D,Option A,Option D,,,Option A,Option D,,Option A,Option C,Option B,"[14,5,9]"
07-08-2021 12:20,saurav.primary@gmail.com,140 / 140,Violet Crawford,james.abhay.3@gmail.com,7380481132,140/140,1401CS78,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[28,0,0]"
07-08-2021 12:20,saurav.primary@gmail.com,70 / 140,Molly Vinton,james.abhay.3@gmail.com,9129672511,69/140,1401CE47,,,Option B,Option C,,Option C,Option D,Option D,,,,,Option D,,Option B,,Option C,Option D,,,Option A,,Option A,Option D,Option D,Option A,Option B,,"[14,1,13]"
07-08-2021 12:20,saurav.primary@gmail.com,75 / 140,Noah Knott,james.abhay.3@gmail.com,6309828611,67/140,1401CE29,Option D,,Option B,Option A,,Option C,Option D,Option D,,Option A,Option D,,Option B,Option B,,Option C,Option C,Option D,Option C,Option D,Option A,Option B,Option A,Option D,Option D,Option A,Option C,Option D,"[15,8,5]"
07-08-2021 12:20,saurav.primary@gmail.com,105 / 140,Percy Verdon,james.abhay.3@gmail.com,8429697765,102/140,1401ME11,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,Option A,Option D,Option A,Option B,Option D,Option B,Option D,Option C,Option D,,Option B,,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[21,3,4]"
07-08-2021 12:20,saurav.primary@gmail.com,110 / 140,Alexander Partridge,james.abhay.3@gmail.com,9829324136,108/140,1401ME45,Option A,Option D,Option B,Option C,,Option C,Option D,,,,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option B,"[22,2,4]"
07-08-2021 12:20,saurav.primary@gmail.com,85 / 140,Lynn Jones,james.abhay.3@gmail.com,8218930662,82/140,1401CB02,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,,,Option A,,Option D,Option B,Option D,Option C,Option A,Option B,Option D,,,Option A,Option A,,Option A,Option C,Option B,"[17,3,8]"
07-08-2021 12:20,saurav.primary@gmail.com,125 / 140,Ronald Owens,james.abhay.3@gmail.com,9947107295,124/140,1401CB16,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,,Option A,Option D,Option A,Option D,,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[25,1,2]"
07-08-2021 12:20,saurav.primary@gmail.com,115 / 140,Daniel Reading,james.abhay.3@gmail.com,9509614050,114/140,1401MM25,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option C,Option A,,Option A,Option D,,Option B,Option D,Option C,,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[23,1,4]"
07-08-2021 12:20,saurav.primary@gmail.com,105 / 140,Sage Potts,james.abhay.3@gmail.com,8851333173,102/140,1401EE67,Option A,Option B,Option B,Option C,,Option C,Option D,Option D,Option A,Option A,,,Option D,,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option C,Option D,Option A,Option B,Option D,"[21,3,4]"
07-08-2021 12:20,saurav.primary@gmail.com,105 / 140,Harriet Ward,james.abhay.3@gmail.com,9161105636,104/140,1401CE25,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,Option C,,Option D,Option D,Option B,Option D,Option C,Option D,,Option D,Option A,,Option A,Option D,Option D,Option A,Option C,Option B,"[21,1,6]"
07-08-2021 12:20,saurav.primary@gmail.com,45 / 140,Vera Rycroft,james.abhay.3@gmail.com,8210365189,39/140,1401CB37,,Option C,Option B,Option C,,Option C,Option C,Option C,,Option A,Option C,Option A,Option C,,,,,Option D,Option C,,Option B,,,,,Option A,,Option D,"[9,6,13]"
07-08-2021 12:20,saurav.primary@gmail.com,95 / 140,Daniel Norton,james.abhay.3@gmail.com,9373558986,89/140,1401CS67,Option A,Option D,Option B,Option C,Option B,Option B,,Option D,Option B,,Option C,Option A,Option B,Option D,Option B,Option C,Option C,Option D,Option B,,Option D,Option A,Option A,Option D,Option B,Option A,Option C,Option D,"[19,6,3]"
07-08-2021 12:20,saurav.primary@gmail.com,75 / 140,Ramon Fulton,james.abhay.3@gmail.com,7726062970,72/140,1401CS74,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option B,Option D,Option A,,,Option B,,Option C,Option D,,,Option A,,,Option D,,Option A,Option A,Option D,"[15,3,10]"
07-08-2021 12:20,saurav.primary@gmail.com,95 / 140,Gina Thomas,james.abhay.3@gmail.com,7337213858,93/140,1401ME76,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,Option A,Option A,,,Option D,Option D,Option B,Option B,Option C,Option D,,Option D,,Option A,Option A,Option D,,Option A,,Option B,"[19,2,7]"
07-08-2021 12:20,saurav.primary@gmail.com,50 / 140,Dorothy Cameron,james.abhay.3@gmail.com,8305193609,50/140,1401EE20,,,,,,,Option D,,,,,Option A,,Option D,,Option D,Option C,,,Option D,,Option A,,Option D,,Option A,Option C,,"[10,0,18]"
07-08-2021 12:20,saurav.primary@gmail.com,110 / 140,David Allen,james.abhay.3@gmail.com,9304879251,109/140,1401EE53,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,Option A,Option A,,,Option D,,,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option D,Option D,"[22,1,5]"
07-08-2021 12:20,saurav.primary@gmail.com,70 / 140,Alan Russell,james.abhay.3@gmail.com,9548488625,63/140,1401EE18,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,,Option B,Option C,Option D,Option B,,,Option C,Option C,,,,Option B,Option B,Option A,Option D,,Option A,Option B,Option D,"[14,7,7]"
07-08-2021 12:20,saurav.primary@gmail.com,65 / 140,Erica Underhill,james.abhay.3@gmail.com,8582011521,64/140,1401CB35,Option A,,,Option C,,,,,,,Option C,,Option D,Option D,Option B,Option D,Option C,,Option C,Option D,,,Option A,Option D,,Option A,Option C,,"[13,1,14]"
07-08-2021 12:20,saurav.primary@gmail.com,40 / 140,Aiden Alldridge,james.abhay.3@gmail.com,8890770508,30/140,1401MM04,Option C,,,Option C,,Option D,Option D,,,Option D,Option D,Option A,Option D,Option D,,Option D,Option D,,Option B,,Option B,Option B,Option A,Option C,,Option C,Option B,,"[8,10,10]"
07-08-2021 12:20,saurav.primary@gmail.com,100 / 140,Gabriel Henderson,james.abhay.3@gmail.com,7025482101,96/140,1401ME06,Option A,Option D,Option B,Option D,Option B,Option C,Option D,,Option A,Option A,Option C,Option A,,Option D,Option B,Option D,Option C,Option D,,,Option A,Option A,Option A,Option D,Option B,Option C,Option A,Option D,"[20,4,4]"
07-08-2021 12:20,saurav.primary@gmail.com,55 / 140,Noah Vincent,james.abhay.3@gmail.com,7004074950,38/140,1401EE68,Option C,Option D,Option C,Option C,Option A,Option C,Option C,Option C,Option C,Option C,Option B,Option A,Option C,Option C,Option A,Option C,Option C,Option D,Option C,Option C,Option A,Option C,Option A,Option D,Option C,Option A,Option D,Option D,"[11,17,0]"
07-08-2021 12:20,saurav.primary@gmail.com,70 / 140,Josephine Graham,james.abhay.3@gmail.com,9660795443,70/140,1401CB19,Option A,,Option B,,,,Option D,,,,,,Option D,,,Option D,Option C,,,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,"[14,0,14]"
07-08-2021 12:20,saurav.primary@gmail.com,130 / 140,Evelynn Howard,james.abhay.3@gmail.com,9199292919,129/140,1401EE04,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,,Option A,Option D,Option D,Option B,Option C,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[26,1,1]"
07-08-2021 12:20,saurav.primary@gmail.com,125 / 140,Tania Speed,james.abhay.3@gmail.com,9452749717,124/140,1401MM13,Option A,Option D,Option B,Option C,Option B,,Option D,Option D,Option A,,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[25,1,2]"
07-08-2021 12:20,saurav.primary@gmail.com,130 / 140,Brad Snow,james.abhay.3@gmail.com,7667491533,128/140,1401CB05,Option A,Option D,Option B,Option C,Option C,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option B,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[26,2,0]"
07-08-2021 12:20,saurav.primary@gmail.com,55 / 140,Wendy Healy,james.abhay.3@gmail.com,9618564987,44/140,1401CE38,Option B,Option B,Option B,Option B,,Option C,,Option C,,Option C,Option A,Option A,Option C,,Option A,Option D,Option C,Option D,,Option D,Option A,Option B,Option A,Option A,Option B,Option A,,Option D,"[11,11,6]"
07-08-2021 12:20,saurav.primary@gmail.com,110 / 140,Luke Murphy,james.abhay.3@gmail.com,9304919227,109/140,1401CS56,Option A,,Option B,,Option B,,Option D,Option D,,,Option D,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[22,1,5]"
07-08-2021 12:20,saurav.primary@gmail.com,75 / 140,Denny Walker,james.abhay.3@gmail.com,9931968666,72/140,1401ME77,,,Option B,,,Option C,Option A,Option D,Option A,,Option C,Option C,,Option D,,Option D,Option C,,Option B,,Option A,Option A,Option C,Option D,,Option A,Option C,Option D,"[15,3,10]"
07-08-2021 12:20,saurav.primary@gmail.com,35 / 140,Dalia Vaughn,james.abhay.3@gmail.com,8603348641,33/140,1401CE06,Option B,Option D,Option B,,,Option C,,,,Option A,,Option A,,,,,,Option D,Option A,,,,,,,Option A,,,"[7,2,19]"
07-08-2021 12:20,saurav.primary@gmail.com,105 / 140,Peter Brennan,james.abhay.3@gmail.com,7767897301,103/140,1401CB31,Option A,,Option B,Option C,,Option C,Option D,Option D,,Option A,Option C,Option A,Option D,,Option B,Option D,Option C,Option D,Option B,,Option A,Option A,Option A,Option D,Option D,Option A,Option A,Option B,"[21,2,5]"
07-08-2021 12:20,saurav.primary@gmail.com,105 / 140,Laila Robertson,james.abhay.3@gmail.com,8340351017,103/140,1401ME39,Option A,Option D,Option B,Option C,,Option C,Option D,,,Option A,Option B,Option A,Option D,Option D,Option B,Option C,Option C,Option D,,,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[21,2,5]"
07-08-2021 12:20,saurav.primary@gmail.com,115 / 140,Charlize Wright,james.abhay.3@gmail.com,7439860023,114/140,1401CB11,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,Option A,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option B,"[23,1,4]"
07-08-2021 12:20,saurav.primary@gmail.com,75 / 140,Owen Thomas,james.abhay.3@gmail.com,8355816953,72/140,1401CE13,Option A,Option D,Option B,Option C,,Option C,,Option D,Option A,Option D,,Option A,,,,Option D,Option C,Option D,,,Option D,,,Option D,Option D,Option A,Option B,Option D,"[15,3,10]"
07-08-2021 12:20,saurav.primary@gmail.com,120 / 140,Mandy Hooper,james.abhay.3@gmail.com,8229859377,119/140,1401EE10,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,,,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[24,1,3]"
07-08-2021 12:20,saurav.primary@gmail.com,55 / 140,Ethan Robinson,james.abhay.3@gmail.com,7717789572,50/140,1401MM03,Option C,,Option B,Option C,,,Option D,,Option A,,Option C,Option C,Option D,Option D,,,,Option D,Option A,Option D,,,Option A,,,Option A,Option B,Option B,"[11,5,12]"
07-08-2021 12:20,saurav.primary@gmail.com,125 / 140,Alice Harrison,james.abhay.3@gmail.com,8961011837,122/140,1401CS10,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option B,Option A,Option C,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option B,Option A,Option C,Option D,"[25,3,0]"
07-08-2021 12:20,saurav.primary@gmail.com,70 / 140,Summer Stone,james.abhay.3@gmail.com,7007222154,67/140,1401ME32,Option A,,Option B,,,Option C,,Option D,Option A,Option A,Option C,Option A,,,,,,Option D,,Option D,Option D,,Option A,Option A,Option D,Option C,Option C,Option D,"[14,3,11]"
07-08-2021 12:20,saurav.primary@gmail.com,95 / 140,Gladys Mcgee,james.abhay.3@gmail.com,7883584826,94/140,1401ME27,Option A,,Option B,Option C,,Option C,Option D,Option D,Option A,Option A,,,Option D,Option D,Option B,Option B,Option C,Option D,,Option D,,,Option A,Option D,,Option A,Option C,Option D,"[19,1,8]"
07-08-2021 12:20,saurav.primary@gmail.com,70 / 140,Jayden Thorpe,james.abhay.3@gmail.com,9113363896,62/140,1401EE74,Option A,Option D,Option B,Option C,Option B,Option C,Option D,,,Option A,,Option D,,Option D,Option B,Option C,Option C,Option D,,,Option D,Option B,Option A,Option B,Option B,Option B,Option B,Option D,"[14,8,6]"
07-08-2021 12:20,saurav.primary@gmail.com,130 / 140,Aeris Waterson,james.abhay.3@gmail.com,9003568771,129/140,1401EE54,Option A,Option D,Option B,Option C,,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option A,Option D,"[26,1,1]"
07-08-2021 12:20,saurav.primary@gmail.com,140 / 140,Abdul Cobb,james.abhay.3@gmail.com,7080004448,140/140,1401CS02,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option C,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[28,0,0]"
07-08-2021 12:20,saurav.primary@gmail.com,125 / 140,Roger Woods,james.abhay.3@gmail.com,9820521752,125/140,1401MM29,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,,Option A,Option C,Option D,"[25,0,3]"
07-08-2021 12:20,saurav.primary@gmail.com,65 / 140,Willow Rose,james.abhay.3@gmail.com,6266206287,50/140,1401CB08,Option A,Option B,Option B,Option B,Option B,Option B,Option D,Option B,Option B,Option B,Option B,Option A,Option B,Option B,Option B,Option D,Option C,Option D,Option B,Option B,Option B,Option B,Option B,Option D,Option B,Option B,Option C,Option D,"[13,15,0]"
07-08-2021 12:20,saurav.primary@gmail.com,105 / 140,Nathan Skinner,james.abhay.3@gmail.com,7568609247,103/140,1401CE48,Option A,Option D,Option B,Option C,Option C,Option C,Option D,,Option A,Option A,Option C,Option A,,,Option B,,Option C,Option D,Option B,,Option A,Option A,Option A,Option D,Option B,Option A,Option C,Option D,"[21,2,5]"
07-08-2021 12:20,saurav.primary@gmail.com,50 / 140,Paula Whitmore,james.abhay.3@gmail.com,9827089359,38/140,1401EE31,,,,Option C,Option A,Option C,Option C,Option D,Option C,Option D,Option D,Option A,Option D,Option D,Option B,,Option C,Option D,Option C,Option C,Option B,Option C,Option C,Option C,Option D,Option C,,,"[10,12,6]"
07-08-2021 12:20,saurav.primary@gmail.com,120 / 140,Matt Eastwood,james.abhay.3@gmail.com,9563993118,116/140,1401ME63,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option A,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option D,Option A,Option D,Option B,Option A,Option C,Option B,"[24,4,0]"
07-08-2021 12:20,saurav.primary@gmail.com,120 / 140,Josh Nicholls,james.abhay.3@gmail.com,8176876030,116/140,1401CS80,Option A,Option D,Option B,Option C,Option B,Option C,Option D,Option D,Option C,Option A,Option B,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option B,Option A,Option A,Option D,Option B,Option A,Option C,Option D,"[24,4,0]"
07-08-2021 12:20,saurav.primary@gmail.com,125 / 140,Estrella Locke,james.abhay.3@gmail.com,6204292834,123/140,1401MM32,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,Option A,Option A,Option D,Option A,Option D,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[25,2,1]"
07-08-2021 12:20,saurav.primary@gmail.com,85 / 140,Kamila Weasley,james.abhay.3@gmail.com,9097974774,76/140,1401CS39,Option D,Option D,Option B,Option C,,Option C,Option D,Option D,Option C,Option D,Option C,Option A,Option B,Option D,Option B,Option C,Option C,Option D,Option B,Option D,Option D,,Option B,Option D,Option B,Option A,Option B,Option D,"[17,9,2]"
07-08-2021 12:20,saurav.primary@gmail.com,100 / 140,Phillip Pope,james.abhay.3@gmail.com,7385418219,100/140,1401ME14,Option A,Option D,Option B,Option C,,Option C,Option D,,Option A,,,Option A,Option D,Option D,Option B,Option D,Option C,Option D,,Option D,,,Option A,Option D,Option D,Option A,Option C,,"[20,0,8]"
07-08-2021 12:20,saurav.primary@gmail.com,95 / 140,Danny Vince,james.abhay.3@gmail.com,9166452134,93/140,1401CS54,Option A,Option D,Option B,,,Option C,Option D,Option D,Option A,,,,,Option D,Option A,Option D,Option C,Option D,Option B,Option D,Option D,Option A,Option A,Option D,,Option A,Option C,Option D,"[19,2,7]"
07-08-2021 12:20,saurav.primary@gmail.com,115 / 140,Dasha Bayliss,james.abhay.3@gmail.com,8969721307,112/140,1401CS37,Option A,,Option B,Option C,Option B,Option C,Option D,Option D,,Option B,Option B,Option A,Option B,Option D,Option B,Option D,Option C,Option D,Option B,Option D,Option A,Option A,Option A,Option D,Option D,Option A,Option C,Option D,"[23,3,2]"
